명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
꽁순이네,63036,,,제주특별자치도 제주시 중산간서로 5642,33.4469499317,126.3387181818,"꽁순이네는 제주시 애월읍 중산간서로와 상가로가 만나는 삼거리에 있는 고기국수집이다. 멸치국수, 비빔국수와 함께 제주 몸국도 판매한다. 국물이 진하고, 수육이 부드러워 현지인은 물론이고 관광객도 많이 찾는 맛집이다. 재료 소진 시 조기 마감하기도 한다. 근처 여행지로 상가리 야자숲, 고내봉, 연화지 등이 있다.",064-799-1300,,,있음,0,,10:00~17:30 (17:00 라스트오더),매주 화요일 정기휴무,고기국수,"비빔국수, 몸국,멸치국수, 수육 등",,,,,,,20210620072
서귀포괸당네,63596,서귀포괸당네,064-732-3757,제주특별자치도 서귀포시 칠십리로 123,33.2431066335,126.5675612265,서귀포에 위치한 서귀포괸당네 식당은 제주산 갈치 요리에 일가견이 있는 음식점이다. 제주산 은갈치로 만들어 내는 갈치조림과 갈치회가 이 집의 대표 메뉴이다. 매콤한 양념의 갈치조림은 큼직한 무에 갖은 양념을 넣어 조림을 하는데 다른 반찬이 필요 없을 정도로 맛이 좋다. 괸당네 갈치회는 하얀 속살에 은빛에서 느껴지는 쫄깃함이 보인다. 관광객에 많이 알려져 성수기에는 반드시 예약은 필수이다. 1층과 2층으로 구비되어 약 150석의 넓은 좌석까지 확보하고 있어 단체 고객까지도 충분히 수용할 수 있어 이용이 편리하다.<br>,064-732-3757,,,주차 가능,0,,08:00 ~ 20:30,연중무휴,통갈치조림,통갈치조림 / 통갈치구이 / 고등어조림 / 고등어구이 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 문의 (064-732-3757),"화장실:남녀구별, 식당내부
",20180624369
굼부리식당,63624,굼부리식당,064-787-4861,제주특별자치도 서귀포시 표선면 중산간동로 4587,33.3883916109,126.8048484869,성읍민속마을에 위치한 이곳 굼부리식당은 제주산 토종 흑돼지주물럭이 주메뉴다. 굼부리식당만의 특별한 양념으로 제조된 주물럭 양념은 식탁에서 직접 구워 먹는데 다른 곳에서 먹는 것과 별미를 제공한다. 성읍민속마을의 특성상 저녁 영업은 거의 하지 않기 때문에 점심 식사에 안성맞춤이다.,064-787-4861,,,주차 가능,0,,10:00 ~ 16:00,연중무휴,흑돼지불고기정식,흑돼지불고기정식 / 흑돼지오겹살 / 비빔밥 외,,모두 금연석,가능,,전화 예약 문의 (064-787-4861),"화장실:남녀개별 / 식당내부
",19960631215
대우정,63573,,,제주특별자치도 서귀포시 이어도로 866-37,33.2330484491,126.5068778218,이곳의 주메뉴는 전복돌솥밥이다. 전복돌솥밥과 함께 나오는 마가린을 살짝 떠서 밥과 함께 비벼 놓으면 돌솥밥의 고소한 맛을 배가 시킨다.,010-2655-5654,,,주차 가능,0,,매일 09:00 ~ 21:00,연중무휴,전복돌솥밥,전복돌솥밥 / 전복죽 / 전복성게미역국 외,,모두 금연석,가능,,전화 예약 문의 (064-733-0137),"화장실:있음(남녀개별, 업소내 위치)
",20180624711
생원전복,63530,생원전복,064-792-2109,제주특별자치도 서귀포시 안덕면 산방로 7,33.2458748146,126.3307705865,제주 지역에서 전복요리 또한 절대 빼놓을 수 없는데 전복요리를 제대로 하는 곳이 바로 생원전복요리 전문점이다. 남제주의 산방산을 가기 직전 만날 수 있는 화순리에 위치한 생원전복요리점은 대대로 해녀집안이었던 전통을 살려 전복요리를 하는 곳으로 지금도 제주 지역에서 채집된 전복만을 사용하는 식당이다. 전복 요리의 대표격인 전복죽은 당연 이곳의 주메뉴이다. 전복의 내장을 갈아 넣고 전복을 푸짐하게 썰어 넣은 노란 색의 전복죽은 내륙에서는 먹기 힘든 음식이다. 생원전복요리집의 별미는 전복 돌솥밥이다. 전복의 내장을 이용해 지은 밥은 철분이 많이 들어간 약수물에 밥을 지은 듯 푸른빛을 띈다. 전복 돌솥밥에 마지막으로 만들어 먹는 숭늉은 마지막까지 신선한 바다 내음을 전달해 준다.,064-792-2109,,,주차 가능,0,2002-01-05,10:00 ~ 22:00,연중무휴,전복죽,전복죽 / 전복회·구이 / 해물전골 / 전복돌솥밥 / 전복뚝배기 / 전복물회 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (064-792-2109),"화장실:남녀구별, 식당내부
",20020631002
세화리해녀의집,63625,세화리해녀의집,064-787-4917,제주특별자치도 서귀포시 표선면 민속해안로 40,33.3036454296,126.8061975253,"해안도로를 따라 검은돌로 치장한 세화리해녀의집은 낭만적인 해변의 풍광과 일몰, 일출을 감상할 수 있는 곳이다. 이곳의 대표메뉴는 갈치조림과 전복죽으로, 신선한 제주 은갈치를 큼직한 무 위에 올려 양념을 하고 졸여낸 음식으로 갈치조림의 향이 입안에 군침을 돌게 한다. 표선면 해안도로의 조용하고 아늑한 공간에서 제주도 해안의 풍경을 느낄 수 있는 곳이다. 또한 식당에서는 바다와 한라산이 한눈에 보이며, 세화리의 해녀들이 직접 잡은 해산물로 요리한다.<br>",064-787-4917,,,주차 가능,0,,09:00 ~ 20:00 (브레이크 타임15:00~17:00),연중무휴,은갈치조림 / 대광어물회,은갈치조림 / 대광어물회 / 해삼물회 / 은갈치조림 / 옥돔구이 / 성게미역국 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 문의 (064-787-4917),"화장실:남녀개별 / 식당내부
",19940631208
옛정의골 식당,63624,옛정의골 식당,064-787-0934,제주특별자치도 서귀포시 표선면 중산간동로 4592옛정의 골 농수산,33.3891248662,126.8050373428,"옛정의골 식당은 제주산 흑돼지를 이용한 돼지불고기를 주메뉴로 하여 꿩고기 전골이 유명한 곳으로 성읍민속마을에서 꿩 전골을 맛볼 수 있는 몇 안 되는 음식점 중 한 곳이다. 이곳만의 특별한 양념으로 요리한 돼지 불고기 정식은 우리 입맛뿐 아니라 외국인의 입맛에도 잘 맞아 많은 손님이 단골이 되는 곳이다. 현대식 대형 건물과 깔끔한 실내, 초대형 주차장을 완비한 음식점으로 예약제로 운영되는 60석 규모의 별실도 갖추고 있다.",064-787-0934,,400석,주차 가능(20대),0,2000-01-25,10:00 ~ 18:00,명절연휴(전화문의),제주돼지불고기세트,제주돼지불고기세트 / 제주흑돼지구이 외,,모두 금연석,가능,,전화 064-787-0934,"화장실:남녀구별, 식당내부 위치
",20000631045
오조해녀의집,63639,오조해녀의집,064-784-0893,제주특별자치도 서귀포시 성산읍 한도로 141-13,33.4697956273,126.9223364380,"성산 일출봉에서 제주 방향으로 방조제를 건너면 등대를 닮은 하얀 건물이 보이는데 이곳이 오조리 어촌계에서 직영하는 해녀식당 오조리 해녀의 집이다. 이곳 메뉴는 전복, 소라, 해삼 등의 해산물 이름만이 적혀있다. 싱싱한 재료의 맛을 온전히 맛볼 수 있는 회나 구이가 주가 되고 그 중 가장 인기 있는 메뉴는 역시 전복죽이다.",064-784-7789,,200석,주차 가능,0,1986-08-01,07:00 ~ 19:00,연중무휴,전복죽,전복죽 / 전복회 / 해삼 / 소라 / 문어 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (064-784-0893),"화장실:남녀구별, 식당내부
",19980631186
제주뚝배기,63643,,,제주특별자치도 서귀포시 성산읍 일출로 255,33.4611967513,126.9330912603,"성산일출봉으로 진입하는 일방통행 길 초입에 성산리 일대에서 제일 먼저 생긴 맛집이 제주뚝배기 식당이다. 시끌벅적한 소음이 기분 좋게 들리는 이 식당의 메인 메뉴는 바로 해물뚝배기다. 오분자기, 새우, 게, 소라 등 갖은 싱싱한 해물로 맛을 낸 뚝배기 국물은 오래된 전통의 맛을 담고 있다. 주로 간단한 식사 메뉴가 주를 이루는데 뚝배기 외에 갈치와 고등어조림과 부드럽고 담백한 전복죽도 많이 찾는 메뉴다.<br>",064-782-1089,,,,0,1989-05-01,07:00 ~ 20:00,연중무휴,회정식,전복뚝배기 / 해물뚝배기 / 갈치조림 / 고등어조림 / 전복죽 / 물회 / 회덮밥 외,,금연,없음,,가능,"화장실:남녀구분
",19890631045
하르방밀면,63508,하르방밀면,064-794-5000,제주특별자치도 서귀포시 대정읍 동일하모로 229,33.2258786262,126.2558108700,"부산의 향토음식인 밀면을 제주도 하르방밀면 전문점에서 만날 수 있다. 제주 하르방밀면은 혈액을 깨끗하게 하여 고혈압, 성인병 예방에 도움을 주며, 노화 방지에도 도움이 되는 톳으로 만든 면을 사용하고 있다. 24시간 가마솥에서 우려낸 사골육수에 감초, 당귀 등 갖가지 한약재를 넣어 한번 더 우려낸 육수와 우리밀로 찰지게 뽑은 쫄깃한 면사리 그리고 파, 마늘, 고춧가루 등 12가지 엄선된 재료를 사용해 숙취해소 및 4계절 보양식으로 천하일미이다.",064-794-5000,,,주차 가능,0,,11:00 ~ 19:30,연중무휴,물밀면,물밀면 / 비빔면 / 보말칼국수 / 왕만두 / 수육 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (064-794-5000),"화장실:남녀개별, 식당내부
",20050631116
한성식당,63643,한성식당,064-782-4646,제주특별자치도 서귀포시 성산읍 일출로 287,33.4632076713,126.9350132695,"한성식당은 하얀 건물에 푸른색 간판을 올려 눈에 쉽게 띄는 식당이다. 이곳의 메뉴는 다금바리 회에서 오징어볶음까지 제주도 바다에서 나는 모든 재료를 다루고 있는데 제일 인기있는 메뉴는 갈치스페셜이다. 성산항에서 당일 들여오는 싱싱한 제주 은갈치의 다양한 맛을 보려면 한성식당의 갈치 스페셜을 먹어봐야 한다. 갈치 스페셜은 갈치구이와 조림, 그리고 제주에서만 맛볼 수 있는 갈치회와 갈치국을 세트로 하여 제공된다. 갈치스페셜 외에도 다양하고 싱싱한 해산물 메뉴들을 제공한다.",064-782-4646,,,주차 가능,0,1992-02-02,08:00 ~ 21:00,명절전날 및 당일,해물전골+옥돔구이,해물전골+옥돔구이 / 통갈치구이 / 갈치조림 외,,모두 금연석,가능,가능,전화 예약 문의 (064-782-4646),"화장실:남녀구별, 식당내부
",19850631030
고관심해장국,63008,고관심해장국,064-772-2825,제주특별자치도 제주시 한경면 용고로 86,33.3011996689,126.1795602716,고산리 시내 농협 사거리에 소박하게 위치한 관심해장국 식당은 여타 유명한 식당과는 달리 진한 해장국 국물 맛으로만 조용히 입소문이 난 식당이다. 이 곳은 쇠고기 선지 해장국이 주메뉴이며 콩나물 해장국과 소 내장탕은 시골의 진한 국물 맛을 그대로 간직하고 있다. 쇠고기 선지 해장국은 뚝배기 한가득 아끼지 않고 담은 쇠고기와 선지의 양으로 보기만 하여도 푸짐하다. 콩나물 해장국 또한 진하고 시원한 국물 맛이 일품이며 콩나물 위에 살포시 얹혀지는 마른김은 더욱 입맛을 돋운다.,064-772-2825,,,주차 가능,0,2000-05-01,07:00 ~ 15:00,연중무휴,소고기해장국,소고기해장국 / 선지해장국 / 내장탕 / 순대(따로)국밥 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (064-772-2825),"화장실:남녀공용, 식당외부
",19800627008
야자수식당,63011,야자수식당,064-796-0001,제주특별자치도 제주시 한림읍 한림로 300,33.3902546488,126.2397002855,"비양도가 바라다 보이는 협재 해수욕장 옆에 있는 유명한 관광지인 한림공원내에 위치한 야자수 식당은 제주도의 특산인 오분자기 뚝배기, 갈치구이와 함께 제주도의 다른 이름인 삼다도에서 이름을 딴 삼다 비빔밥이 별미인 식당이다. 삼다 비빔밥은 오로지 제주도 내 애월읍과 한림읍에서 재배된 야채와 한림공원 내에서 직접 길러낸 야채를 재료로 사용하기에 더욱 신선함을 느낄 수 있다. 해물뚝배기에는 제주 특산 오분자기가 빠지지 않으며 소라 등 해물도 곁들여져 있으며 무엇보다 집된장 맛이 그대로 살아있는 국물이 해물과 조화되어 일품이다. 야자수 식당은 한림공원 내에 위치하고 있고 주위에 협재 해수욕장, 비양도, 한림공원을 관광하면서 쉽게 식사를 할 수 있어 편리하다.",064-796-0001,,,주차 가능,0,1986-09-01,09:00 ~ 18:00,연중무휴,해물뚝배기 / 삼다비빔밥,해물뚝배기 / 삼다비빔밥 / 갈치조림정식 / 고등어구이정식 / 비양도 성게국 외,,모두 금연석,가능,,전화 예약 가능 (064-796-0001),"화장실:남녀개별 / 업소 내.외부 위치 
",19860627206
순덕이네해산물장터,63633,순덕이네해산물장터,064-784-0073,제주특별자치도 서귀포시 성산읍 온평서로 48,33.4122710096,126.8966372110,순덕이네는 섬 지역인 제주에 위치하고 있는 식당인만큼 해물이 싱싱하다. 특히나 문어볶음이 유명하고 문어톳죽도 맛이 좋기로 소문났다.,064-784-0073,,,주차 가능,0,,09:30 ~ 18:00,연중무휴,매콤 맛있는 돌문어볶음 / 갈치조림,매콤 맛있는 돌문어볶음 / 갈치조림 / 옥돔구이 외,,모두 금연석,가능,가능,전화 예약 가능 (064-784-0073),"화장실:있음(남녀개별 / 업소 내부 위치)
",20150631665
한라식당,63208,한라식당,064-758-8301,제주특별자치도 제주시 광양9길 19,33.5004942894,126.5318224043,"제주시 이도2동에 위치한 한라식당은 제주시에서 지정한 균형 잡힌 식단을 제공하는 식단 개선 시범업소이다. 한라식당은 질 좋고 맛 좋은 갈치국을 비롯하여 각종 물회, 조림, 구이 등을 제공한다.",064-787-2026,,,,0,,09:00 ~ 20:00,,갈치국 / 옥돔무국,갈치국 / 옥돔무국 / 옥돔미역국 / 성게국 / 물회 / 고등어구이 / 갈치구이 외,,모두 금연석,가능,,전화 예약 가능 (064-758-8301),"화장실:남녀개별 / 업소 내부 위치
",19800627041
신제주삼보식당,63123,신제주삼보식당,064-749-3620,제주특별자치도 제주시 신대로16길 10(연동),33.4869340978,126.4953119970,"제주시 연동에 위치한 신제주삼보식당은 전복뚝배기와 옥돔구이가 대표 메뉴이며 그 외에도 자리물회, 한치물회 등 다양한 향토음식을 맛볼 수 있다.<br>",064-749-3620,,,주차 가능,0,,08:00 ~ 20:00,"둘째,넷째 화요일",전복뚝배기 / 옥돔구이,전복뚝배기 / 옥돔구이 / 전복구이 / 자리물회 / 한치물회 외,,모두 금연석,가능,,전화 예약 가능 (064-749-3620),"화장실:남녀공용, 업소내 위치
",20010627140
돌하르방,63011,돌하르방,064-796-0001,제주특별자치도 제주시 한림읍 한림로 300,33.3902018773,126.2397419496,"한림공원 재암민속마을 내 초가 건물을 이용한 제주 전통 민속풍의 식당으로써 제주 전통의 담백한 음식을 전문으로 하는 150석의 대형 음식점이다. 제주 토종돼지 숯불구이, 싱싱한 제주 해산물을 넣어 부친 해물 녹두전, 국물이 시원하고 영양가 높은 성게국, 조와 누룩으로 빚은 제주 전통 민속주인 좁쌀주 등이 유명하다. 또한 계절 별미로써 여름철에는 시원한 허브 냉면과 냉수박, 겨울철에는 담백한 꿩고기와 그 국물을 맛볼 수 있는 꿩 메밀칼국수, 제주 토속 음식인 꿩빙떡 등의 메뉴가 준비되어 있다.",064-796-0001,,150석,주차 가능,0,,08:30 ~ 17:00,연중무휴,토종돼지숯불구이정식 / 삼다비빔밥,토종돼지숯불구이정식 / 삼다비빔밥 / 비양도성게국 / 갈치조림정식 외,,모두 금연석,가능,,전화 예약 문의 (064-796-0001),"장애인 편의시설:장애인용화장실
",19880627053
흑돼지구이집 하영,63534,하영,064-738-6011,제주특별자치도 서귀포시 천제연로 101,33.2550751487,126.4165962685,"제주 중문관광단지 입구에 위치한 흑돼지구이 전문점 하영은 깔끔한 인테리어와 여유있는 공간에서 최상급의 흑돼지 요리를 맛볼 수 있는 곳이다. 넓은 실내공간으로 인해 단체나 가족 모임, 일반 여행객 등 누구나 부담없이 편하게 식사를 즐길 수 있으며, 더욱이 도로보다 약간 높은 지대의 언덕에 위치하고 있어 중문 앞바다와 관광단지 일대 등 제주의 아름다운 전망을 감상하며 식사를 즐길 수 있는 또다른 매력이 있다. <br>",064-738-6011,,,주차 가능,0,,10:00 ~ 22:00,연중무휴,흑돼지구이,흑돼지 특오겹살 / 흑돼지 모듬구이 / 통갈비 외,,모두 금연석,가능,,전화 예약 가능 (064-738-6011),,20070631202
바그다드,63169,바그다드,064-757-8182,제주특별자치도 제주시 관덕로8길 34,33.5103069552,126.5232423720,"제주시 이도2동 시청 근처에 위치한 인도요리 레스토랑이다. 정통 인도요리 경력을 가지고 있는 요리사가 있어 현지에서 맛볼 수 있는 최상의 음식들을 제공하며, 한국인들의 입맛에도 잘 맞아 많은 이들의 발길이 끊이지 않고 있다. 특히 인기있는 메뉴로는 전통 빵인 난, 신선한 토마토와 크림, 치즈로 만든 연한 치킨 마크니, 탄두리치킨 등이 있다. 카레와 함께 인도 전통빵인 난과 힘께 곁들여 먹는 것을 추천한다.",064-757-8182,,,주차 가능,0,,"11:00  ~ 23:00 (라스트오더 22:00), 일요일 11:00 ~ 22:00 (라스트오더 21:00)<br />※ 브레이크 타임 15:30 ~ 17:30",,탄두리치킨,탄두리치킨  / 알루고비 / 달 마크니 / 치킨 마크니 / 난 / 갈릭난 / 버터난,,모두 금연석,가능,일부 메뉴 포장 가능,전화 예약 가능 (064-757-8182),"화장실:남녀개별 화장실 / 업소내 위치
",20050628168
라지마할,63124,라지마할,064-749-4924,제주특별자치도 제주시 신광로 43,33.4882477612,126.4902735165,라지마할은 제주도 신제주 제원사거리에 위치하고 있는 인도 음식점이다. 라지마할의 의미는 옛날 인도 우리사(ORISSA)주의 인도수도이자 궁전의 이름이다. 라지마할의 대표적인 음식은 전통 인도음식인 카레와 난 그리고 탄두리치킨이 가장 인기가 좋으며 현지 인도 주방장이 만든 전통 인도식 다양한 종류의 카레를 맛볼 수 있고 전혀 거부감이 없는 양고기를 맛볼 수 있는 곳이다. 인도 분위기가 물씬 나는 이곳은 입소문으로 언제가도 사람들의 발길이 끊이지 않는 인기 있는 음식점이다.,064-749-4924,,,주차 가능(인근 공영주차장),0,,11:30~23:30,연중무휴,커리,커리 / 탄두리 치킨 / 난 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (064-749-4924),"화장실:남녀개별, 업소내 위치
",20020627655
제주삼다국수,63566,제주삼다국수,064-739-3167,제주특별자치도 서귀포시 김정문화로 59-1,33.2510520864,126.5111881562,"주방장이 직접 반죽하고 주문 즉시 면을 뽑아 쫄깃한 식감을 제대로 느껴볼 수 있는 서귀포유일의 수제국수 전문점이다. 관광객들이 뽑은 제주의 음식 6위를 차지하고 있는 고기국수를 전문으로 하며 그외에도 멸치국수, 비빔국수, 밀면, 매콤비빔면, 왕만두, 돔베고기, 얼큰샤브샤브 등 다양한 메뉴로 주민들의 입소문을 통해 명품국수전문점으로 자리매김하고 있다. 서귀포시내 어디에서도 맛볼 수 없는 돼지껍데기묵을 모든 메뉴에 서비스해 드린다. 식당내 인테리어도 주인의 손길이 고스란히 묻어있는 깔끔하고  편안한 분위기를 자랑한다.",0507-1312-3167,,,,0,,10:00 ~ 22:00 (브레이크 타임 15:00~17:00),"수요일, 토요일",고기국수,왕만두국 / 메밀수제비 / 흑돼지 고기국수 / 흑돼지 비빔국수 / 돔베고기 외,,모두 금연석,가능,일부 메뉴 포장 가능,전화 예약 문의 (064-739-3167),"화장실:업소내 위치
",20110631067
삼다도횟집,63114,삼다도횟집,064-711-7085,제주특별자치도 제주시 서해안로 572,33.5189945013,126.4993275871,삼다도횟집은 제주공항 부근 용두암 해안도로에 자리하고 있으며 자연산 활어회를 제공하는 음식점이다. 타지역 뿐만 아니라 제주지방 손님도 이용하며 간장게장과 전복 내장 볶음밥이 대표적인 메뉴이다.,064-711-7085,,,주차 가능,0,,10:00 ~ 22:30,매주 월요일,모듬회,모듬회 / 해산물모듬 / 생선초밥 / 회덮밥 / 매운탕 외,,모두 금연석,가능,,전화 예약 가능 (064-711-7080),,20020628029
고불락,63045,고불락,064-799-0393,제주특별자치도 제주시 애월읍 고내로7길 45-12,33.4667893686,126.3366095862,"고불락 식당은 애월 해안도로 마을 안에 있는 작지만 깔끔한 식당이다. 상추밥과 도새기 김치찌개로 유명하고, 정갈한 음식을 제공하는 곳이다.",064-799-0393,,,,0,,08:00 ~ 21:00,연중무휴,상추밥 / 도새기 김치찌개,상추밥 / 도새기 김치찌개 / 뽀글보리밥&강된장 외,,모두 금연석,없음,,전화 예약 문의 (064-799-0393),,20100627314
김대감숯불갈비,63588,김대감숯불갈비,064-763-2777,제주특별자치도 서귀포시 동홍중앙로 67,33.2566607621,126.5718633269,"제주도 서귀포시 동홍동에 있는 숯불갈비 전문 음식점이다. 다양한 종류의 갈비를 제공하며, 6가지를 넣고 만든 특제소스로 갈비를 양념한다. 생갈비, 삼겹살은 제주산을 제공한다.",064-763-2777,,,,0,,10:00 ~ 23:00,명절연휴(전화문의),양념갈비,양념갈비 / 생갈비 / 삼겹살 외,,모두 금연석,가능,,전화 예약 문의 (064-763-2777),,19810631007
ICC JEJU  패밀리 레스토랑 델리지아,63547,ICC JEJU  패밀리 레스토랑 델리지아,064-738-6400,제주특별자치도 서귀포시 중문관광로 224,33.2412740186,126.4244958917,"이태리어로 '환희, 쾌락'의 의미인 델리지아는 주상절리 야자수와 지중해풍의 은빛바다, 이국적인 분위기와 함께 제주에 청정재료로 맛을 낸 제주향토음식, 양식, 파스타 등 수제 쿠키, 케이크, 빵, 커피, 생과일주스 등 다양한 메뉴로 구성된 퓨전 레스토랑이다. 

음식의 맛과 서비스에 있어 고객에게 감동과 즐거움을 주고자 최선을 다하는 델리지아는 1,000여 대를 수용할 수 있는 무료주차장이 있어 편리하게 이용할 수 있으며 특급호텔 3,000여 실과 펜션 1,000여 실도 차량으로 15분 거리에 위치해 있다.",064-738-6400,,,주차 가능,0,,11:00 ~ 15:30,연중무휴,뷔페,뷔페 / 소안심스테이크 / 흑돼지커틀렛 / 해산물스파게티 / 전복성게미역국 / 제주흑돈김치찌개 외,,모두 금연석,가능,,전화 예약 문의 (064-738-6400)<br />※ 국제회의 등 행사로 인한 레스토랑 시간 및 메뉴 변경 가능하오니 사전예약 필수,"부대시설:비즈니스센터, 이어도프라자, 제주은행, 푸드코트 등
",20030631075
동복해녀촌,63347,해녀촌,064-783-5438,제주특별자치도 제주시 구좌읍 동복로 33,33.5536273706,126.7099307147,"동복 해녀촌은 회국수와 성게국수로 유명한 곳이다. 탱글탱글 잘 삶아진 국수와 먹기 좋게 잘린 깻잎, 상추 등 채소와 회, 고추장 양념을 넣고 비벼 먹으면 매콤하고 고소한 맛이 입안에 가득 퍼진다. 성게가 듬뿍 올려져 있는 성게국수도 손님들이 즐겨 찾는 메뉴다.<br>",064-783-5438,,,주차 가능,0,,09:00 ~ 19:00,"둘째주, 넷째주 화요일","회국수, 성게국수",전복회 / 생선회 / 회국수 / 성게국수 / 회덮밥 / 전복죽 / 물회 외,,모두 금연석,가능,,전화 예약 가능 (064-783-5438),,19800627066
삼다해물뚝배기,63601,삼다해물뚝배기,064-733-0591,제주특별자치도 서귀포시 일주동로 8167,33.2602915999,126.6148456324,삼다해물뚝배기는 깔끔하고 시원한 국물에 커다란 전복이 들어간 해물뚝배기가 주메뉴다. 현대식 인테리어에 정갈한 음식으로 젊은 층에 인기가 많다. 식사를 마친 후 바로 옆에 주인이 운영하고 있는 작은 갤러리도 방문해볼 만하다. 직접 모은 앤티크 소품들과 그림들이 가득하고 무료로 커피와 차를 마실 수 있다.,064-733-0591,,,주차 가능,0,,08:00 ~ 21:00,연중무휴,활 전복 뚝배기 / 전복 성게 비빔밥,활 전복 뚝배기 / 전복 성게 비빔밥 / 성게국 / 전복죽 / 옥돔구이 외,,모두 금연석,가능,,전화 예약 문의 (064-733-0591),,20060631176
가시식당,63623,가시식당,064-787-1035,제주특별자치도 서귀포시 표선면 가시로565번길 22,33.3531116357,126.7714466301,가시식당은 가시보건진료소 인근에 자리 잡은 40년 이상의 전통을 자랑하는 순댓국 전문점이다. 실내는 편안한 가정집 분위기의 입식 홀 구조이다. 돼지 잡뼈를 넣고 우린 육수에 순대와 내장을 말아 뚝배기에 담아내는 순댓국과 철판 위에 은박지를 깔고 볶아먹는 돼지고기 두루치기가 인기메뉴이다.,064-787-1035,,,주차 가능(인근 가시리사무소 주차장),0,,08:30 ~ 20:00,"둘째, 넷째주 일요일, 명절당일 및 다음날",순댓국,순댓국 / 수육 / 두루치기 / 순대국밥 / 몰망국(몸국) / 고기국수 / 삼겹살 외,,모두 금연석,없음,,전화 예약 가능 (064-787-1035),,19820631030
감나무집,63191,감나무집,064-722-8292,제주특별자치도 제주시 오남로 12,33.4941753491,126.5195597249,"※ 영업시간 10:30 ~ 22:00

가족경영(어머니, 아들, 며느리)으로 인건비를 절감하고 있으며, 모든 재료를 자체 농장에서 직접 조달하여 신선하다. 특히, 이 집의 우거지탕은 손님들이 많이 찾는다.",064-722-8292,,,,0,,10:30 ~ 22:00,명절연휴,감나무 왕갈비 / 사골우거지탕,감나무 왕갈비 / 사골우거지탕 / 흑돼지 오겹살 / 생갈비 / 양념갈비 / 소갈비찜 외,,모두 금연석,가능,,전화 예약 문의 (064-722-8292),,19960627002
내가 찾은 맛고을,63290,내가 찾은 맛고을,064-702-0216,제주특별자치도 제주시 진남로8길 39,33.5221868848,126.5664550120,"제주시 화북1동에 있는 내가 찾은 맛고을은 삼계탕 전문 음식점이다. 저렴한 가격에 삼계탕을 제공하고 있으며, 삼계탕 이외에도 양념 수육 백반 등 다양한 메뉴를 제공하며, 제공되는 재료는 국산을 사용한다.",064-702-0216,,,,0,,11:00 ~ 22:00,연중무휴,삼계탕,삼계탕 / 수육 외,,모두 금연석,가능,,전화 예약 문의 (064-702-0216),,19910627290
다해복국,63122,다해복국,064-749-9868,제주특별자치도 제주시 문송1길 17,33.4882117954,126.4991616330,"제주시 연동에 있는 다해복국은 복 요리 전문 음식점이다. 다양한 메뉴의 복 요리를 제공하며, 예약제로 운영되어 방문 전 예약은 필수이다.",064-749-9868,,,,0,,07:00 ~ 22:00 (예약제 운영),연중무휴,복해장국(은복),복해장국(은복) / 복지리탕(은복) / 복매운탕 외,,모두 금연석,가능,,전화 예약 문의 (064-749-9868),,19960627106
동우네,63258,동우네,064-755-7482,제주특별자치도 제주시 연수로3길 23,33.5033191858,126.5449461990,"제주시 일도2동에 있는 음식점이다. 재료는 제주산을 사용하며, 저렴한 가격에 메뉴를 제공한다.<br>",064-755-7482,,,,0,,08:00 ~ 21:00,연중무휴(전화문의),순두부 / 김밥,순두부 / 김밥 / 떡볶이 / 냄비우동 / 쫄면 / 냉면 / 비빔국수 외,,모두 금연석,가능,,전화 예약 문의 (064-755-7482),,20030627355
골막식당,63215,골막식당,064-753-6949,제주특별자치도 제주시 천수로 12,33.5024497344,126.5384467843,제주 동부 경찰서 인근에 있는 한식당이다. 제주식 고기 국수를 전문으로 한다. 돼지 사골과 멸치로 낸 진한 육수에 우동면에 가까운 통통한 국수를 만 후 돼지수육을 올려내는 고기 국수는 취향에 따라 고춧가루를 넣어 먹으면 얼큰한 맛을 살려서 먹을 수 있다.,064-753-6949,,,주차 가능,0,,06:30 ~18:00 (마지막주문 17:30),매주 일요일,고기국수,수육 / 고기국수 외,,모두 금연석,가능,,전화 예약 문의 (064-753-6949),,19890627078
국수냐 국밥이냐,63566,국수냐 국밥이냐,064-739-3382,제주특별자치도 서귀포시 김정문화로 39,33.2516742042,126.5089688897,"세 자매의 가족경영으로 인건비를 절감하고 있다. 직접 농사지은 식재료로 재료비를 절감하고 있으며, 닭도 직접 길러 믿을 수 있다. 주변에는 엉또폭포와 천지연이 위치해 있다. <br>",064-739-3382,,,주차 가능,0,,10:00 ~ 22:00,연중무휴,엄나무백숙,엄나무백숙 / 닭볶음탕 / 닭내장탕 / 순대전골 / 김치전골 / 모듬순대 / 고등어구이 외,,모두 금연석,가능,,전화 예약 가능 (064-739-3382),,20070631271
